55058.500000,0.037103,0.010693,0.000328,0.003900,0.012580,0.004941,0.018512,0.007561
55059.500000,0.042251,0.006021,0.009570,0.002497,0.010414,0.002687,0.020267,0.004157
55060.500000,0.009644,0.005967,0.004441,0.002486,-0.001112,0.002635,0.006941,0.004136
55061.500000,0.004096,0.005599,0.003416,0.002263,0.001324,0.002511,-0.000452,0.003884
55062.500000,0.006919,0.005473,0.003621,0.002221,0.004137,0.002495,-0.001692,0.003753
55063.500000,0.003371,0.005430,0.003805,0.002210,0.000108,0.002467,-0.000048,0.003738
55064.500000,0.003314,0.005760,0.000992,0.002196,-0.000730,0.002547,0.003679,0.004097
55065.500000,0.021322,0.006072,0.009173,0.002564,0.007556,0.002789,0.004256,0.004129
55066.500000,0.004141,0.005304,0.002874,0.002144,0.001983,0.002392,-0.000762,0.003683
55067.500000,0.002255,0.005478,0.002565,0.002223,-0.001065,0.002418,0.002353,0.003866
55068.500000,0.004016,0.005444,0.005672,0.002336,0.001351,0.002473,-0.001753,0.003726
55069.500000,0.011559,0.005448,0.004441,0.002216,0.003651,0.002429,0.002971,0.003804
55070.500000,0.008842,0.005538,0.004618,0.002225,0.002123,0.002488,0.002459,0.003864
55073.500000,0.007146,0.007479,0.002019,0.003066,0.001291,0.003324,0.004502,0.005207
55074.500000,0.002743,0.005417,0.006056,0.002654,-0.001461,0.002412,-0.000820,0.003666
55075.500000,0.033246,0.005810,0.010306,0.002519,0.011087,0.002604,0.009937,0.004029
55076.500000,0.017811,0.006250,0.008116,0.002539,0.004513,0.002733,0.006114,0.004460
55077.500000,0.037573,0.006843,0.022082,0.003314,0.009614,0.003025,0.008157,0.004666
55078.500000,0.021274,0.006279,0.010435,0.002611,0.008856,0.002821,0.001563,0.004380
55079.500000,0.046669,0.008703,0.018856,0.003811,0.014867,0.003874,0.011053,0.006062
55080.500000,0.022961,0.007314,0.008521,0.002904,0.005845,0.003206,0.008109,0.005186
55081.500000,0.006293,0.005879,0.006348,0.002447,-0.000074,0.002680,0.001436,0.004018
